date,origin,destination,distance_km,weight_tons,fuel_price,weather_score,traffic_score,holiday,month,day_of_week,hour,freight_demand
2024-03-14 05:00:00,Hyderabad,Kolkata,692,8.11,96.71,0.38,0.1,0,3,3,5,55.75
2024-03-14 06:00:00,Kolkata,Vijayawada,1185,19.5,89.81,0.64,0.34,0,3,3,6,92.61
2024-03-14 07:00:00,Delhi,Delhi,1462,11.75,102.44,0.18,0.61,0,3,3,7,86.42
2024-03-14 08:00:00,Ahmedabad,Mumbai,1481,35.1,103.81,0.48,0.63,0,3,3,8,131.71
2024-03-14 09:00:00,Kolkata,Bangalore,1127,6.58,111.46,0.55,0.62,1,3,3,9,68.78
2024-03-14 10:00:00,Delhi,Bangalore,851,35.14,93.99,0.89,0.58,0,3,3,10,129.48
2024-03-14 11:00:00,Kolkata,Vijayawada,288,16.79,94.28,0.53,0.39,0,3,3,11,79.58
2024-03-14 12:00:00,Chennai,Delhi,1368,11.76,92.39,0.13,0.78,0,3,3,12,80.81
2024-03-14 13:00:00,Ahmedabad,Kolkata,161,12.87,108.45,0.1,0.95,0,3,3,13,70.15
2024-03-14 14:00:00,Pune,Hyderabad,1161,13.87,97.84,0.92,0.59,0,3,3,14,89.39
2024-03-14 15:00:00,Hyderabad,Pune,525,20.76,101.57,0.98,0.22,0,3,3,15,91.18
2024-03-14 16:00:00,Kolkata,Chennai,353,14.8,96.24,0.17,0.56,0,3,3,16,73.75
2024-03-14 17:00:00,Chennai,Kolkata,1378,26.24,89.7,0.75,0.76,0,3,3,17,112.32
2024-03-14 18:00:00,Delhi,Hyderabad,339,17.58,88.08,0.25,0.83,0,3,3,18,85.65
2024-03-14 19:00:00,Delhi,Chennai,257,27.19,111.05,0.83,0.72,0,3,3,19,103.67
2024-03-14 20:00:00,Hyderabad,Hyderabad,917,24.57,92.96,0.1,0.89,0,3,3,20,109.35
2024-03-14 21:00:00,Bangalore,Hyderabad,631,10.53,113.25,0.44,0.95,0,3,3,21,72.61
2024-03-14 22:00:00,Kolkata,Vijayawada,419,32.7,113.42,0.6,0.49,0,3,3,22,122.16
2024-03-14 23:00:00,Ahmedabad,Bangalore,269,32.16,99.37,0.85,0.54,0,3,3,23,129.84
2024-03-15 00:00:00,Mumbai,Pune,1304,39.57,113.76,0.86,0.34,0,3,4,0,153.33
2024-03-15 01:00:00,Delhi,Hyderabad,851,7.83,85.85,0.18,0.66,0,3,4,1,69.16
2024-03-15 02:00:00,Ahmedabad,Delhi,868,34.07,87.75,0.97,0.6,0,3,4,2,130.87
2024-03-15 03:00:00,Ahmedabad,Chennai,398,35.01,92.3,0.64,0.18,0,3,4,3,132.16
2024-03-15 04:00:00,Pune,Kolkata,304,26.04,91.28,0.66,0.69,0,3,4,4,107.22
2024-03-15 05:00:00,Ahmedabad,Bangalore,501,20.75,92.58,0.89,0.81,0,3,4,5,106.76
2024-03-15 06:00:00,Ahmedabad,Chennai,191,38.33,98.57,0.32,0.18,0,3,4,6,129.24
2024-03-15 07:00:00,Pune,Vijayawada,1142,38.93,86.89,0.42,0.16,0,3,4,7,130.12
2024-03-15 08:00:00,Delhi,Delhi,138,26.03,101.66,0.98,0.64,0,3,4,8,107.93
2024-03-15 09:00:00,Ahmedabad,Delhi,920,15.02,94.28,0.02,0.12,0,3,4,9,76.05
2024-03-15 10:00:00,Bangalore,Hyderabad,1209,32.87,87.15,0.87,0.81,0,3,4,10,134.77
2024-03-15 11:00:00,Bangalore,Delhi,1728,4.48,107.6,0.84,0.64,0,3,4,11,70.12
2024-03-15 12:00:00,Chennai,Pune,1772,12.33,104.6,0.26,0.03,0,3,4,12,77.42
2024-03-15 13:00:00,Pune,Vijayawada,572,39.44,108.8,0.82,0.77,1,3,4,13,154.72
2024-03-15 14:00:00,Chennai,Delhi,709,32.76,113.18,0.33,0.51,0,3,4,14,119.91
2024-03-15 15:00:00,Pune,Hyderabad,1000,37.64,102.57,0.63,0.5,0,3,4,15,139.46
2024-03-15 16:00:00,Kolkata,Chennai,959,24.2,108.6,0.45,0.31,0,3,4,16,99.71
2024-03-15 17:00:00,Kolkata,Vijayawada,491,16.9,90.98,0.1,0.28,0,3,4,17,74.73
2024-03-15 18:00:00,Ahmedabad,Delhi,87,39.21,97.31,0.9,0.5,0,3,4,18,135.18
2024-03-15 19:00:00,Mumbai,Bangalore,1281,13.07,100.9,0.55,0.0,0,3,4,19,77.89
2024-03-15 20:00:00,Kolkata,Vijayawada,259,30.54,101.24,0.48,0.8,0,3,4,20,111.02
2024-03-15 21:00:00,Mumbai,Vijayawada,562,22.77,106.55,0.88,0.78,0,3,4,21,100.53
2024-03-15 22:00:00,Kolkata,Kolkata,1433,9.91,108.88,0.33,0.74,0,3,4,22,75.37
2024-03-15 23:00:00,Hyderabad,Bangalore,1650,1.68,105.01,0.57,0.6,0,3,4,23,62.5
2024-03-16 00:00:00,Kolkata,Bangalore,1074,15.97,86.42,0.88,0.3,0,3,5,0,82.88
2024-03-16 01:00:00,Chennai,Chennai,1030,22.36,95.54,0.34,0.66,0,3,5,1,92.78
2024-03-16 02:00:00,Delhi,Mumbai,430,8.14,102.17,0.79,0.13,0,3,5,2,51.8
2024-03-16 03:00:00,Ahmedabad,Kolkata,877,17.17,100.24,0.51,0.26,0,3,5,3,80.43
2024-03-16 04:00:00,Chennai,Bangalore,1610,24.99,86.34,0.16,0.05,0,3,5,4,106.55
2024-03-16 05:00:00,Delhi,Bangalore,908,28.88,114.42,0.04,0.86,0,3,5,5,109.08
2024-03-16 06:00:00,Bangalore,Mumbai,443,3.06,113.68,0.73,0.83,0,3,5,6,46.52
2024-03-16 07:00:00,Chennai,Chennai,1123,26.9,108.21,0.26,0.45,0,3,5,7,106.66
2024-03-16 08:00:00,Bangalore,Kolkata,445,3.21,86.66,0.82,0.44,0,3,5,8,44.34
2024-03-16 09:00:00,Mumbai,Bangalore,81,2.1,97.91,0.19,0.93,0,3,5,9,37.87
2024-03-16 10:00:00,Mumbai,Hyderabad,594,6.94,97.29,0.57,0.68,0,3,5,10,63.92
2024-03-16 11:00:00,Hyderabad,Chennai,761,26.49,101.74,0.09,0.71,0,3,5,11,112.82
2024-03-16 12:00:00,Kolkata,Kolkata,1307,3.06,86.68,0.74,0.36,0,3,5,12,56.38
2024-03-16 13:00:00,Chennai,Bangalore,1099,1.81,97.71,0.77,0.29,0,3,5,13,44.2
2024-03-16 14:00:00,Bangalore,Bangalore,1627,5.6,107.74,0.92,0.11,0,3,5,14,61.45
2024-03-16 15:00:00,Delhi,Mumbai,1507,38.04,114.94,0.56,0.07,1,3,5,15,144.47
2024-03-16 16:00:00,Mumbai,Kolkata,1134,36.38,102.86,0.11,0.91,0,3,5,16,134.59
2024-03-16 17:00:00,Kolkata,Hyderabad,602,4.37,113.22,0.83,0.91,0,3,5,17,50.32
2024-03-16 18:00:00,Mumbai,Chennai,1514,12.86,114.96,0.31,0.23,0,3,5,18,66.31
2024-03-16 19:00:00,Delhi,Delhi,1203,37.94,98.04,0.9,0.04,0,3,5,19,124.44
2024-03-16 20:00:00,Kolkata,Pune,1427,4.81,105.06,0.98,0.35,0,3,5,20,55.9
2024-03-16 21:00:00,Kolkata,Hyderabad,247,4.69,91.4,0.13,0.95,0,3,5,21,43.7
2024-03-16 22:00:00,Bangalore,Delhi,848,4.35,99.27,0.08,0.31,0,3,5,22,41.35
2024-03-16 23:00:00,Bangalore,Hyderabad,1736,39.08,87.35,0.9,0.87,0,3,5,23,159.39
2024-03-17 00:00:00,Chennai,Kolkata,1789,29.98,85.87,0.9,0.82,0,3,6,0,128.47
2024-03-17 01:00:00,Chennai,Delhi,743,9.36,111.79,0.59,0.94,1,3,6,1,70.29
2024-03-17 02:00:00,Pune,Kolkata,1444,2.79,110.75,0.89,0.5,0,3,6,2,58.23
2024-03-17 03:00:00,Ahmedabad,Delhi,1792,38.64,94.36,0.93,0.92,0,3,6,3,153.4
2024-03-17 04:00:00,Pune,Hyderabad,196,17.59,98.71,0.56,0.74,0,3,6,4,75.0
2024-03-17 05:00:00,Hyderabad,Mumbai,1789,24.34,99.81,0.69,0.87,0,3,6,5,115.07
2024-03-17 06:00:00,Mumbai,Hyderabad,547,11.89,100.62,0.61,0.73,0,3,6,6,71.25
2024-03-17 07:00:00,Chennai,Kolkata,97,30.58,89.04,0.17,0.46,0,3,6,7,103.62
2024-03-17 08:00:00,Bangalore,Hyderabad,819,8.68,108.25,0.44,0.92,0,3,6,8,63.43
2024-03-17 09:00:00,Delhi,Vijayawada,700,31.69,95.43,0.68,0.8,0,3,6,9,120.47
2024-03-17 10:00:00,Bangalore,Vijayawada,1245,9.99,85.95,0.61,0.64,0,3,6,10,72.3
2024-03-17 11:00:00,Mumbai,Delhi,662,4.82,105.3,0.22,0.48,0,3,6,11,43.11
2024-03-17 12:00:00,Pune,Vijayawada,748,19.67,109.9,0.91,0.09,1,3,6,12,86.14
2024-03-17 13:00:00,Bangalore,Pune,1388,32.72,112.54,0.78,0.82,0,3,6,13,131.73
2024-03-17 14:00:00,Ahmedabad,Delhi,425,16.01,105.23,0.07,0.42,1,3,6,14,75.93
2024-03-17 15:00:00,Hyderabad,Vijayawada,855,2.13,90.74,0.34,0.36,0,3,6,15,42.83
2024-03-17 16:00:00,Mumbai,Bangalore,970,22.58,102.69,1.0,0.23,0,3,6,16,90.67
2024-03-17 17:00:00,Pune,Hyderabad,924,27.54,112.35,0.39,0.54,0,3,6,17,109.97
2024-03-17 18:00:00,Ahmedabad,Chennai,1606,29.89,95.52,0.66,0.83,0,3,6,18,124.26
2024-03-17 19:00:00,Delhi,Hyderabad,859,16.68,113.6,0.1,0.29,0,3,6,19,72.74
2024-03-17 20:00:00,Pune,Vijayawada,1493,4.78,87.93,0.31,0.92,0,3,6,20,58.97
2024-03-17 21:00:00,Kolkata,Mumbai,954,23.79,106.84,0.88,0.4,0,3,6,21,103.51
2024-03-17 22:00:00,Ahmedabad,Kolkata,1469,13.85,88.6,0.51,0.97,0,3,6,22,88.52
2024-03-17 23:00:00,Ahmedabad,Chennai,1595,37.93,108.97,0.83,0.68,0,3,6,23,140.98
2024-03-18 00:00:00,Hyderabad,Delhi,1260,20.61,87.93,0.01,0.37,0,3,0,0,105.16
2024-03-18 01:00:00,Mumbai,Mumbai,1055,19.42,94.77,0.67,0.98,0,3,0,1,97.83
2024-03-18 02:00:00,Delhi,Hyderabad,1718,13.06,108.31,0.3,0.59,0,3,0,2,81.93
2024-03-18 03:00:00,Hyderabad,Vijayawada,82,14.21,98.81,0.86,0.77,0,3,0,3,76.62
2024-03-18 04:00:00,Pune,Delhi,118,21.0,111.48,0.94,0.45,0,3,0,4,93.08
2024-03-18 05:00:00,Hyderabad,Delhi,641,12.96,97.05,0.69,0.12,0,3,0,5,70.31
2024-03-18 06:00:00,Ahmedabad,Bangalore,1264,35.8,114.85,0.15,0.96,1,3,0,6,151.09
2024-03-18 07:00:00,Mumbai,Bangalore,150,18.12,85.56,0.47,0.32,0,3,0,7,79.63
2024-03-18 08:00:00,Chennai,Vijayawada,1558,12.39,105.88,0.46,0.92,0,3,0,8,84.93
2024-03-18 09:00:00,Hyderabad,Vijayawada,1358,7.06,112.48,0.83,0.91,0,3,0,9,73.5
2024-03-18 10:00:00,Kolkata,Pune,963,27.22,101.08,0.46,0.09,0,3,0,10,111.84
2024-03-18 11:00:00,Hyderabad,Bangalore,782,2.01,114.66,0.33,0.11,0,3,0,11,46.86
2024-03-18 12:00:00,Pune,Kolkata,439,18.55,106.24,0.61,0.61,0,3,0,12,88.69
2024-03-18 13:00:00,Pune,Chennai,1638,22.45,97.89,0.65,0.04,0,3,0,13,108.66
2024-03-18 14:00:00,Delhi,Delhi,209,14.25,100.46,0.81,0.42,0,3,0,14,74.56
2024-03-18 15:00:00,Pune,Bangalore,941,30.24,111.32,0.9,0.53,0,3,0,15,120.26
2024-03-18 16:00:00,Bangalore,Vijayawada,1627,27.35,113.73,0.89,0.2,0,3,0,16,122.19
2024-03-18 17:00:00,Mumbai,Pune,1120,38.88,101.68,0.63,0.77,0,3,0,17,142.46
2024-03-18 18:00:00,Mumbai,Vijayawada,1232,20.84,94.21,0.52,0.43,0,3,0,18,98.88
2024-03-18 19:00:00,Chennai,Vijayawada,1519,21.97,92.18,0.8,0.42,0,3,0,19,115.11
2024-03-18 20:00:00,Chennai,Vijayawada,745,10.59,99.31,0.31,0.23,0,3,0,20,62.89
2024-03-18 21:00:00,Mumbai,Hyderabad,807,16.03,93.89,0.76,0.89,0,3,0,21,89.83
2024-03-18 22:00:00,Kolkata,Chennai,572,2.05,97.63,0.51,0.01,0,3,0,22,36.44
2024-03-18 23:00:00,Chennai,Bangalore,1739,27.88,110.03,0.12,0.01,0,3,0,23,110.37
2024-03-19 00:00:00,Delhi,Delhi,781,13.15,99.16,0.75,1.0,0,3,1,0,83.89
2024-03-19 01:00:00,Pune,Hyderabad,204,22.07,104.23,0.65,0.02,0,3,1,1,86.07
2024-03-19 02:00:00,Mumbai,Vijayawada,388,10.94,87.7,0.08,0.16,0,3,1,2,64.85
2024-03-19 03:00:00,Ahmedabad,Kolkata,1438,25.22,107.86,0.45,0.88,0,3,1,3,110.87
2024-03-19 04:00:00,Chennai,Delhi,844,18.46,99.49,0.49,0.62,0,3,1,4,92.86
2024-03-19 05:00:00,Mumbai,Hyderabad,1772,19.79,95.83,0.65,0.62,1,3,1,5,118.15
2024-03-19 06:00:00,Bangalore,Kolkata,1647,37.76,103.33,0.68,0.48,0,3,1,6,145.66
2024-03-19 07:00:00,Hyderabad,Kolkata,1221,28.54,88.06,0.19,0.15,0,3,1,7,117.05
2024-03-19 08:00:00,Pune,Chennai,948,11.21,97.42,0.03,0.37,0,3,1,8,62.2
2024-03-19 09:00:00,Mumbai,Delhi,1217,20.65,109.33,0.79,0.72,0,3,1,9,97.46
2024-03-19 10:00:00,Hyderabad,Bangalore,152,19.2,92.86,0.98,0.49,0,3,1,10,78.78
2024-03-19 11:00:00,Chennai,Bangalore,861,32.01,112.42,0.94,0.73,0,3,1,11,125.96
2024-03-19 12:00:00,Hyderabad,Pune,142,33.5,103.11,0.5,0.01,0,3,1,12,113.45
2024-03-19 13:00:00,Pune,Hyderabad,1024,12.05,101.22,0.53,0.66,0,3,1,13,78.46
2024-03-19 14:00:00,Mumbai,Pune,1359,33.02,96.99,0.93,0.59,0,3,1,14,133.41
2024-03-19 15:00:00,Bangalore,Mumbai,1497,8.0,107.26,0.54,0.97,0,3,1,15,82.98
2024-03-19 16:00:00,Kolkata,Bangalore,168,30.75,101.93,0.28,0.91,1,3,1,16,125.9
2024-03-19 17:00:00,Chennai,Hyderabad,78,10.7,108.9,0.68,0.6,0,3,1,17,54.64
2024-03-19 18:00:00,Mumbai,Chennai,1062,12.62,94.95,0.48,0.58,0,3,1,18,86.48
2024-03-19 19:00:00,Pune,Pune,1584,34.25,106.06,0.79,0.09,1,3,1,19,150.87
2024-03-19 20:00:00,Chennai,Chennai,1103,17.38,113.3,0.78,0.94,0,3,1,20,99.14
2024-03-19 21:00:00,Delhi,Chennai,921,39.63,93.4,0.94,0.71,0,3,1,21,150.25
2024-03-19 22:00:00,Hyderabad,Vijayawada,1439,6.93,114.43,0.14,0.5,0,3,1,22,64.91
2024-03-19 23:00:00,Kolkata,Vijayawada,849,19.07,97.32,0.52,0.86,0,3,1,23,91.22
2024-03-20 00:00:00,Pune,Chennai,1211,29.57,86.16,0.79,0.73,0,3,2,0,127.56
2024-03-20 01:00:00,Delhi,Pune,524,1.21,95.73,0.43,0.56,0,3,2,1,43.16
2024-03-20 02:00:00,Ahmedabad,Vijayawada,612,6.92,89.49,0.63,0.54,0,3,2,2,60.83
2024-03-20 03:00:00,Mumbai,Mumbai,1465,1.79,94.13,0.82,0.93,0,3,2,3,60.67
2024-03-20 04:00:00,Bangalore,Kolkata,484,39.72,87.88,0.47,0.8,0,3,2,4,135.31
2024-03-20 05:00:00,Chennai,Kolkata,853,30.66,90.35,0.41,0.4,0,3,2,5,122.68
2024-03-20 06:00:00,Hyderabad,Vijayawada,1307,15.57,88.8,0.18,0.63,1,3,2,6,97.58
2024-03-20 07:00:00,Chennai,Pune,104,7.1,86.3,0.82,0.2,0,3,2,7,49.93
2024-03-20 08:00:00,Kolkata,Kolkata,980,4.52,93.89,0.8,0.93,0,3,2,8,65.31
2024-03-20 09:00:00,Mumbai,Delhi,1365,21.74,113.23,0.74,0.7,0,3,2,9,110.88
2024-03-20 10:00:00,Chennai,Kolkata,801,39.06,113.48,0.39,0.96,0,3,2,10,141.02
2024-03-20 11:00:00,Hyderabad,Bangalore,361,27.31,110.4,0.58,0.29,0,3,2,11,105.12
2024-03-20 12:00:00,Mumbai,Pune,1621,15.24,85.36,0.12,0.32,0,3,2,12,89.57
2024-03-20 13:00:00,Chennai,Vijayawada,1162,20.53,85.84,0.32,0.83,0,3,2,13,104.22
2024-03-20 14:00:00,Bangalore,Vijayawada,1285,39.96,85.31,0.44,0.26,1,3,2,14,157.79
2024-03-20 15:00:00,Pune,Kolkata,1006,21.23,96.0,0.04,0.36,0,3,2,15,96.4
2024-03-20 16:00:00,Mumbai,Pune,367,38.6,114.41,0.1,0.88,0,3,2,16,134.91
2024-03-20 17:00:00,Pune,Mumbai,806,1.64,111.91,0.83,0.52,0,3,2,17,51.2
2024-03-20 18:00:00,Ahmedabad,Delhi,514,29.12,92.52,0.97,0.3,0,3,2,18,113.09
2024-03-20 19:00:00,Mumbai,Vijayawada,1160,25.46,97.31,0.32,0.41,0,3,2,19,115.07
2024-03-20 20:00:00,Bangalore,Pune,1482,27.73,109.73,0.11,0.71,0,3,2,20,124.99
2024-03-20 21:00:00,Pune,Vijayawada,1313,23.25,107.76,0.94,0.16,0,3,2,21,110.07
2024-03-20 22:00:00,Delhi,Vijayawada,749,2.72,88.98,0.91,0.96,0,3,2,22,49.37
2024-03-20 23:00:00,Hyderabad,Bangalore,1130,6.83,88.23,0.65,0.49,0,3,2,23,62.66
2024-03-21 00:00:00,Delhi,Kolkata,1186,36.97,101.31,0.34,0.76,0,3,3,0,149.59
2024-03-21 01:00:00,Chennai,Bangalore,784,10.08,88.06,0.11,0.7,1,3,3,1,72.39
2024-03-21 02:00:00,Bangalore,Kolkata,1143,39.72,109.75,0.94,0.68,0,3,3,2,158.79
2024-03-21 03:00:00,Delhi,Vijayawada,788,27.5,92.6,0.92,0.42,0,3,3,3,115.03
2024-03-21 04:00:00,Mumbai,Pune,817,18.33,90.65,0.74,0.04,0,3,3,4,85.08
2024-03-21 05:00:00,Chennai,Chennai,1765,36.88,90.57,0.93,0.74,0,3,3,5,150.16
2024-03-21 06:00:00,Chennai,Kolkata,1257,32.0,86.36,0.14,0.95,0,3,3,6,132.53
2024-03-21 07:00:00,Delhi,Chennai,1776,17.73,104.26,0.11,0.51,0,3,3,7,95.88
2024-03-21 08:00:00,Ahmedabad,Delhi,793,3.68,89.93,0.19,0.95,0,3,3,8,52.68
2024-03-21 09:00:00,Delhi,Bangalore,325,34.86,92.0,0.22,0.53,0,3,3,9,118.27
2024-03-21 10:00:00,Ahmedabad,Chennai,282,30.84,107.54,0.83,0.17,0,3,3,10,105.75
2024-03-21 11:00:00,Bangalore,Bangalore,103,31.84,86.72,0.92,0.24,0,3,3,11,119.47
2024-03-21 12:00:00,Hyderabad,Kolkata,306,30.05,91.08,0.22,0.86,0,3,3,12,117.8
2024-03-21 13:00:00,Delhi,Kolkata,139,11.75,89.48,0.46,0.62,0,3,3,13,67.77
2024-03-21 14:00:00,Kolkata,Delhi,1736,34.49,85.15,0.45,0.41,0,3,3,14,135.79
2024-03-21 15:00:00,Ahmedabad,Kolkata,1508,1.09,101.18,0.18,0.8,0,3,3,15,57.03
2024-03-21 16:00:00,Delhi,Vijayawada,1698,10.25,90.7,0.85,0.64,0,3,3,16,90.26
2024-03-21 17:00:00,Pune,Delhi,457,2.82,103.99,0.52,0.87,1,3,3,17,58.31
2024-03-21 18:00:00,Mumbai,Chennai,1342,5.31,100.05,0.57,0.97,0,3,3,18,67.78
2024-03-21 19:00:00,Kolkata,Kolkata,1742,21.76,105.04,0.26,0.65,0,3,3,19,110.07
2024-03-21 20:00:00,Kolkata,Pune,415,2.45,114.45,0.56,0.97,0,3,3,20,42.96
2024-03-21 21:00:00,Ahmedabad,Hyderabad,400,8.07,91.6,0.79,0.47,0,3,3,21,66.13
2024-03-21 22:00:00,Pune,Mumbai,1372,10.08,104.98,0.3,0.84,0,3,3,22,80.62
2024-03-21 23:00:00,Pune,Vijayawada,1232,26.56,110.01,0.11,0.91,0,3,3,23,118.64
2024-03-22 00:00:00,Chennai,Hyderabad,536,19.28,113.72,0.58,0.05,0,3,4,0,81.93
2024-03-22 01:00:00,Ahmedabad,Hyderabad,891,18.88,103.67,0.64,0.87,0,3,4,1,90.81
2024-03-22 02:00:00,Hyderabad,Bangalore,1033,30.97,88.93,0.2,0.41,0,3,4,2,123.21
2024-03-22 03:00:00,Mumbai,Vijayawada,1599,18.81,86.62,0.25,0.4,0,3,4,3,96.72
2024-03-22 04:00:00,Bangalore,Vijayawada,1428,14.59,93.36,0.15,0.78,0,3,4,4,92.46
2024-03-22 05:00:00,Kolkata,Delhi,670,38.54,112.84,0.92,0.25,0,3,4,5,135.01
2024-03-22 06:00:00,Bangalore,Bangalore,979,1.32,101.11,0.21,0.03,0,3,4,6,49.72
2024-03-22 07:00:00,Delhi,Chennai,450,12.91,102.38,0.01,0.27,0,3,4,7,61.92
2024-03-22 08:00:00,Delhi,Mumbai,1478,24.77,103.32,0.84,0.65,1,3,4,8,123.74
2024-03-22 09:00:00,Bangalore,Chennai,1169,31.53,94.97,0.8,0.95,1,3,4,9,140.24
2024-03-22 10:00:00,Delhi,Pune,1780,32.84,90.45,0.46,0.4,0,3,4,10,145.3
2024-03-22 11:00:00,Hyderabad,Mumbai,619,2.8,113.63,0.8,0.8,0,3,4,11,47.65
2024-03-22 12:00:00,Pune,Bangalore,1024,28.66,107.66,0.45,0.2,0,3,4,12,118.33
2024-03-22 13:00:00,Delhi,Kolkata,441,29.09,100.33,0.22,0.85,0,3,4,13,102.82
2024-03-22 14:00:00,Chennai,Kolkata,401,9.35,96.3,0.43,0.77,0,3,4,14,64.11
2024-03-22 15:00:00,Delhi,Bangalore,855,5.4,99.48,0.49,0.45,0,3,4,15,52.83
2024-03-22 16:00:00,Mumbai,Chennai,1739,30.24,86.01,0.01,0.89,0,3,4,16,133.36
2024-03-22 17:00:00,Hyderabad,Bangalore,625,10.73,92.42,0.11,0.04,0,3,4,17,65.98
2024-03-22 18:00:00,Mumbai,Bangalore,1743,1.07,92.52,0.87,0.79,0,3,4,18,59.77
2024-03-22 19:00:00,Mumbai,Hyderabad,826,9.72,98.36,0.39,0.04,0,3,4,19,61.0
2024-03-22 20:00:00,Chennai,Pune,682,2.21,92.09,0.33,0.86,0,3,4,20,50.77
2024-03-22 21:00:00,Hyderabad,Vijayawada,1361,10.72,90.56,0.89,0.18,0,3,4,21,76.9
2024-03-22 22:00:00,Hyderabad,Kolkata,572,14.07,107.97,0.15,0.04,0,3,4,22,63.68
2024-03-22 23:00:00,Ahmedabad,Hyderabad,775,11.58,111.81,0.22,0.31,0,3,4,23,65.98
2024-03-23 00:00:00,Hyderabad,Bangalore,211,36.88,87.01,0.83,0.18,0,3,5,0,118.31
2024-03-23 01:00:00,Hyderabad,Delhi,1690,10.07,91.29,0.28,0.65,0,3,5,1,78.43
2024-03-23 02:00:00,Hyderabad,Hyderabad,708,19.23,108.21,0.63,0.47,0,3,5,2,85.19
2024-03-23 03:00:00,Chennai,Bangalore,1255,38.34,109.48,0.74,0.13,1,3,5,3,143.51
2024-03-23 04:00:00,Delhi,Kolkata,899,35.29,100.0,0.22,0.92,0,3,5,4,127.62
2024-03-23 05:00:00,Ahmedabad,Vijayawada,1622,13.06,105.85,0.25,0.37,0,3,5,5,76.47
2024-03-23 06:00:00,Mumbai,Bangalore,131,13.73,87.33,0.52,0.28,0,3,5,6,61.69
2024-03-23 07:00:00,Hyderabad,Pune,573,24.14,110.49,0.79,0.7,0,3,5,7,103.18
2024-03-23 08:00:00,Kolkata,Chennai,53,36.8,109.98,0.55,0.39,1,3,5,8,127.18
2024-03-23 09:00:00,Delhi,Mumbai,544,1.39,105.8,0.07,0.15,0,3,5,9,27.14
2024-03-23 10:00:00,Delhi,Hyderabad,1628,16.33,112.49,0.35,0.58,0,3,5,10,86.84
2024-03-23 11:00:00,Mumbai,Hyderabad,1124,34.14,86.43,0.33,0.03,1,3,5,11,124.84
2024-03-23 12:00:00,Chennai,Hyderabad,1334,17.01,91.93,0.81,0.63,0,3,5,12,94.06
2024-03-23 13:00:00,Bangalore,Bangalore,1207,29.08,95.88,0.29,0.87,0,3,5,13,124.26
2024-03-23 14:00:00,Bangalore,Vijayawada,1672,27.99,89.76,0.9,0.26,0,3,5,14,125.23
2024-03-23 15:00:00,Delhi,Pune,1435,9.01,109.44,0.33,0.85,0,3,5,15,61.55
2024-03-23 16:00:00,Pune,Vijayawada,617,18.53,107.72,0.19,0.25,0,3,5,16,74.68
2024-03-23 17:00:00,Pune,Bangalore,1290,23.08,108.2,0.54,0.2,1,3,5,17,110.42
2024-03-23 18:00:00,Mumbai,Bangalore,927,28.9,93.74,0.39,0.72,0,3,5,18,114.95
2024-03-23 19:00:00,Bangalore,Chennai,1141,33.07,107.88,0.65,0.07,1,3,5,19,126.15
2024-03-23 20:00:00,Delhi,Delhi,1061,30.64,88.69,0.92,0.04,0,3,5,20,116.23
2024-03-23 21:00:00,Chennai,Pune,1064,2.1,88.2,0.94,0.46,0,3,5,21,51.35
2024-03-23 22:00:00,Bangalore,Hyderabad,913,27.15,102.52,0.23,0.03,0,3,5,22,98.66
2024-03-23 23:00:00,Delhi,Mumbai,1629,20.4,86.46,0.16,0.5,0,3,5,23,95.05
2024-03-24 00:00:00,Delhi,Hyderabad,1216,23.38,113.16,0.94,0.65,0,3,6,0,100.61
2024-03-24 01:00:00,Hyderabad,Vijayawada,1419,15.55,94.87,0.81,0.23,0,3,6,1,86.17
2024-03-24 02:00:00,Chennai,Bangalore,1627,28.85,99.31,0.26,0.9,0,3,6,2,127.33
2024-03-24 03:00:00,Hyderabad,Pune,1724,27.28,109.4,0.8,0.2,0,3,6,3,121.57
2024-03-24 04:00:00,Mumbai,Kolkata,1658,23.6,97.0,0.74,0.24,1,3,6,4,116.49
2024-03-24 05:00:00,Hyderabad,Pune,828,34.6,97.92,0.25,0.91,0,3,6,5,126.26
2024-03-24 06:00:00,Kolkata,Pune,1267,4.97,95.44,0.91,0.69,0,3,6,6,55.94
2024-03-24 07:00:00,Hyderabad,Delhi,1054,12.74,95.55,0.32,0.53,0,3,6,7,71.25
2024-03-24 08:00:00,Kolkata,Hyderabad,1740,20.31,99.04,0.48,0.33,0,3,6,8,98.06
2024-03-24 09:00:00,Bangalore,Delhi,1319,38.39,113.38,0.61,0.77,1,3,6,9,153.49
2024-03-24 10:00:00,Pune,Kolkata,363,3.81,113.08,0.19,0.59,0,3,6,10,38.43
2024-03-24 11:00:00,Ahmedabad,Kolkata,779,14.15,101.35,0.61,0.34,0,3,6,11,78.22
2024-03-24 12:00:00,Ahmedabad,Chennai,433,37.11,98.68,0.71,0.83,0,3,6,12,136.63
2024-03-24 13:00:00,Delhi,Vijayawada,326,36.02,109.24,0.1,0.79,0,3,6,13,127.76
2024-03-24 14:00:00,Ahmedabad,Mumbai,1145,34.74,105.43,0.38,0.94,0,3,6,14,131.56
2024-03-24 15:00:00,Kolkata,Chennai,1202,13.03,111.45,0.61,0.99,0,3,6,15,81.64
2024-03-24 16:00:00,Chennai,Bangalore,1431,34.03,106.92,0.93,0.01,0,3,6,16,124.43
